StockCode,Description,net_quantity,net_sales
90179C,BLACK FINE BEAD NECKLACE W TASSEL,6,35.44
90179A,AMBER FINE BEAD NECKLACE W TASSEL,6,35.31
90123D,WHITE HEART OF GLASS BRACELET,6,35.31
90011B,BLACK CRYSTAL DROP EARRINGS,12,35.27
90060F,FIRE POLISHED GLASS NECKL GREEN,6,35.160000000000004
79063D,"RETRO PILL BOX , REVOLUTIONARY",189,35.14
90131,PINK/AMETHYST/GOLD NECKLACE,5,34.870000000000005
90168,2 DAISIES HAIR COMB,12,34.86
23196,LEAVES MAGNETIC  SHOPPING LIST,24,34.8
90049,IVORY GOLD METAL BAG CHARM,5,34.77
20827,GOLD APERITIF GLASS,88,34.32
79406,FROSTED WHITE BASE ,144,34.12
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,33.9
90026C,GLASS BEAD HOOP NECKLACE GREEN,4,33.82
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,4,33.81
90038C,GLASS AND BEADS BRACELET IVORY,9,33.69
81950B,FLOWER BLUE CLOCK WITH SUCKER,116,33.64
72783,BLACK SIL'T SQU CANDLE PLATE ,16,33.6
90129D,AMBER GLASS TASSLE BAG CHARM,14,33.440000000000005
84575A,PINK DOG CANNISTER,13,33.35
23390,DOLLY GIRL MINI RUCKSACK,8,33.2
37423,WHITE WITH BLACK CATS PLATE,78,33.18
72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,4,33.16
90169,DAISY HAIR COMB,13,32.54
35610C,WHITE CHRISTMAS FLOCK DROPLET ,25,32.51
84247K,"FOLK ART GREETING CARD,pack/12",11,32.45
17109D,FLOWER FAIRY INCENSE BOUQUET,61,32.349999999999994
90186A,AMETHYST HOOP EARRING FLORAL LEAF,11,32.16
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,30,32.1
37468,HARDMAN MUG 3 ASSORTED,64,32.03
90202B,WHITE ENAMEL FLOWER HAIR TIE,11,31.949999999999996
84824,DANISH ROSE UMBRELLA STAND,2,31.9
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",4,31.8
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,19,31.549999999999997
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,19,31.47
23632,SET 10 CARDS CHEERFUL ROBIN 17065,15,31.200000000000003
23366,SET 12 COLOUR PENCILS DOILEY,48,31.200000000000003
44228,CANNABIS LEAF BEAD CURTAIN,36,30.599999999999998
22937,BAKING MOULD CUPCAKE CHOCOLATE,12,30.599999999999998
85018D,YULETIDE IMAGES S/6 PAPER BOXES,12,30.599999999999998
22937,BAKING MOULD CHOCOLATE CUP CAKES,12,30.599999999999998
37471,MULTICOLOUR POLKADOT PLATE,29,30.43
90176B,DIAMANTE NECKLACE BLACK ,4,30.12
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,24,30.0
22953,BIRTHDAY BANNER TAPE,24,30.0
23252,ENAMEL JUG PANTRY,8,30.0
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,30.0
23396,BUTTERFLY CUSHION COVER,8,30.0
23250,ENAMEL BOWL PANTRY,24,30.0
35610B,BLACK CHRISTMAS FLOCK DROPLET ,24,30.0
90195B,BLACK GEMSTONE BRACELET,4,29.98
90176E,DIAMANTE NECKLACE GREEN,4,29.98
90039A,FIRE POLISHED GLASS BRACELET RED,8,29.96
21310,CAPIZ CHANDELIER,1,29.95
90122B,JADE CRYSTAL+GLASS BRACELET,6,29.93
90136,PALE PINK/AMETHYST STONE NECKLACE,3,29.849999999999998
90014C,SILVER/BLACK ORBIT NECKLACE,3,29.849999999999998
84660a,WHITE STITCHED WALL CLOCK,4,29.84
90159,COTE D'AZURE NECKLACE,6,29.790000000000003
90120A,PINK MURANO TWIST BRACELET,7,29.73
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,7,29.73
21757,LIGHTHOUSE PRINTED METAL SIGN,6,29.700000000000003
23530,"WALL ART,ONLY ONE PERSON ",6,29.700000000000003
21040,MODERN VINTAGE COTTON SHOPPING BAG,22,29.7
35816P,"ACRYLIC JEWEL ANGEL,PINK",78,29.64
90214I,"LETTER ""I"" BLING KEY RING",38,29.619999999999997
84706D,CHERRY BLOSSOM TABLE CLOCK ,8,29.599999999999998
17136A,BLUE STONES ON WIRE FOR CANDLE,352,29.59
90162D,ANT SILVER PURPLE BOUDICCA RING,10,29.500000000000004
84465,15 PINK FLUFFY CHICKS IN BOX,10,29.5
82605,OLD DOC RUSSEL METAL SIGN,14,29.400000000000002
84558a,3D DOG PICTURE PLAYING CARDS,5,29.310000000000002
85030,FRENCH CHATEAU OVAL PLATTER,15,29.25
90214N,"LETTER ""N"" BLING KEY RING",41,29.23
21011,GLITTER SNOW PEAR TREE DECORATION,20,28.999999999999996
84199,GLOW IN DARK DOLPHINS,138,28.98
46776f,WOVEN ROSE GARDEN CUSHION COVER ,7,28.91
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,5,28.76
90093,CLEAR CRYSTAL STAR PHONE CHARM,52,28.569999999999997
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,9,28.4
17165D,ASS COL LARGE SAND FROG P'WEIGHT,27,28.35
23380,PACK OF 12 DOILEY TISSUES,72,28.08
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,17,28.049999999999997
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,11,28.049999999999997
90005A,JADE GREEN ENAMEL HAIR COMB,14,28.02
90214R,"LETTER ""R"" BLING KEY RING",41,28.009999999999998
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,6,27.900000000000002
79066k,RETRO MOD TRAY,17,27.77
79191D,RETRO PLASTIC DAISY TRAY,23,27.409999999999997
23637,SET 10 CARDS OUT OF ORDER 17216,11,27.39
23613,SET 10 XMAS CARDS & BADGES 17070,11,27.39
23702,High Resolution Image,4,27.0
44235,ASSORTED COLOURED CIRCLE MOBILE ,64,26.88
84993a,75 GREEN PETIT FOUR CASES,32,26.56
35598A,DUSTY PINK CHRISTMAS TREE 60CM,9,26.550000000000004
84675,FROG KING WATERING CAN,9,26.55
21836,GINGHAM OVEN GLOVE RED HEART ,5,26.490000000000002
90212C,PURPLE LAS VEGAS BRACELET ROUND,7,26.25
23636,SET 10 CARDS WISHING TREE 17116,9,26.19
85017C,ENVELOPE 50 CURIOUS IMAGES,49,26.17
90183C,BLACK DROP EARRINGS W LONG BEADS,9,26.15
35916B,BLUE FELT HANGING HEART W FLOWER,16,26.11
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,25.5
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,3,25.5
72140E,BEST DAD CANDLE LETTERS,30,25.499999999999996
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,25.49
35910B,PINK FLOWERS RABBIT EASTER,13,25.349999999999998
90026B,GLASS BEAD HOOP NECKLACE MONTANA,3,25.32
90037B,TINY CRYSTAL BRACELET GREEN,10,25.279999999999998
90013D,PURPLE VINTAGE EARRINGS,6,25.17
84596e,SMALL LICORICE DES PINK BOWL,10,25.099999999999998
90033,IVORY SHELL HEART EARRINGS,10,25.07
23104,IVORY PANTRY HANGING LAMP ,2,25.0
22135,LADLE LOVE HEART PINK,39,24.98
23214,BELL HEART ANTIQUE GOLD,12,24.96
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,3,24.96
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,6,24.900000000000002
23620,SET 10 CARDS PERFECT POST 17090,10,24.900000000000002
15060b,FAIRY CAKE DESIGN UMBRELLA,3,24.869999999999997
85132c,CHARLIE AND LOLA FIGURES TINS,3,24.869999999999997
85034a,3 GARDENIA MORRIS BOXED CANDLES,3,24.869999999999997
85115B,S/4 BLACK DISCO PARTITION PANEL,3,24.869999999999997
90043,COPPER AND BRASS BAG CHARM,4,24.810000000000002
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,15,24.79
90214B,"LETTER ""B"" BLING KEY RING",37,24.77
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,5,24.75
84854,GIRLY PINK TOOL SET,5,24.75
20821,GOLDIE LOOKING MIRROR,5,24.75
20778,GARDEN PATH NOTEBOOK ,15,24.75
20820,SILVER LOOKING MIRROR,5,24.75
84993B,75 BLACK PETIT FOUR CASES,58,24.36
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,3,23.85
84562A,PINK/WHITE RIBBED MELAMINE JUG,3,23.85
21357,TOAST ITS - DINOSAUR,19,23.75
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,14,23.66
35909B,PINK FLOWERS RABBIT EASTER,8,23.6
35909A,RABBIT EASTER DECORATION,8,23.6
90083,CRYSTAL CZECH CROSS PHONE CHARM,25,23.47
23244,CANNISTER VINTAGE LEAF DESIGN,12,23.4
22246,"GARLAND, MAGIC GARDEN 1.8M",12,23.4
90177E,DROP DIAMANTE EARRINGS GREEN,8,23.38
90176C,DIAMANTE NECKLACE,3,23.32
23623,SET 10 CARD CHRISTMAS WELCOME 17112,8,23.28
90182C,BLACK 3 BEAD DROP EARRINGS,8,23.259999999999998
90177A,CLASSIC DIAMANTE EARRINGS JET,8,23.2
90182A,AMBER 3 BEAD DROP EARRINGS,8,23.2
90104,PURPLE FRANGIPANI HAIRCLIP,28,23.16
23236,STORAGE TIN VINTAGE DOILEY ,7,23.13
23106,ZINC PLANT POT HOLDER,8,23.12
85195,HANGING HEART BASKET,11,23.1
85206B,PINK FELT EASTER EGG BASKET,14,23.099999999999998
22351,DOTCOMGIFTSHOP TEA TOWEL,13,23.089999999999996
90214Y,"LETTER ""Y"" BLING KEY RING",66,22.839999999999996
23145,ZINC T-LIGHT HOLDER STARS LARGE,24,22.799999999999997
90188,DROP EARRINGS W FLOWER & LEAF,9,22.58
90054,CRACKED GLAZE EARRINGS RED,9,22.58
90039C,FIRE POLISHED GLASS BRACELET BLACK,6,22.48
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,9,22.410000000000004
23640,SET 10 CARDS SCOTTIE DOG 17211,9,22.410000000000004
21018,BIRD BOX CHRISTMAS TREE DECORATION,24,22.06
90076,MONTANA DIAMOND CLUSTER EARRINGS,8,21.57
90035C,"PEARL & SHELL 42""NECKL. IVORY",2,21.5
84387A,BIRD ON BRANCH CANVAS SCREEN,11,21.45
84551,CROCHET DOG KEYRING,13,21.449999999999996
20695,FLORAL BLUE MONSTER,5,21.25
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,5,21.15
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,5,21.130000000000003
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,11,21.05
23691,KEEP CALM BIRTHDAY WRAP,50,21.0
16169P,WRAP GREEN RUSSIAN FOLKART ,50,21.0
23692,WRAP A PRETTY THANK YOU,50,21.0
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,5,20.950000000000003
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,20.88
23388,WOODLAND MINI RUCKSACK ,5,20.75
47518f,ICON PLACEMAT POP ART ELVIS,5,20.73
46776a,WOVEN BUBBLE GUM CUSHION COVER,5,20.65
85126,LARGE ROUND CUTGLASS CANDLESTICK,1,20.39
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,4,20.36
20793,BLUE TILED TRAY,3,20.25
90214P,"LETTER ""P"" BLING KEY RING",39,20.229999999999997
90034,WHITE SILVER NECKLACE SHELL GLASS,2,20.17
84415B,BLUE FLOCK CUSHION COVER ,8,20.0
21461,BLUE EASTER EGG HUNT START POST,8,19.96
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,8,19.92
23616,SET 10 CARDS JINGLE BELLS 17217,8,19.92
23646,SET 10 CARDS JINGLE BELLS 16957,8,19.92
22776,"CAKESTAND, 3 TIER, LOVEHEART",2,19.9
21681,GIANT MEDINA STAMPED METAL BOWL ,2,19.9
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,6,19.81
90156,RESIN BRACELET W PASTEL BEADS,4,19.8
23029,DOORKNOB CRACKED GLAZE GREEN,12,19.799999999999997
23031,DOORKNOB CRACKED GLAZE PINK,12,19.799999999999997
23249,ENAMEL DINNER PLATE PANTRY,12,19.799999999999997
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,68,19.72
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,10,19.5
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",52,19.4
21416,CLAM SHELL LARGE,5,18.75
21538,DAIRY MAID  PUDDING BOWL,5,18.75
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,18.75
90041,PEARL AND CHERRY QUARTZ BRACLET,5,18.27
35607B,BLACK FEATHER CHRISTMAS DECORATION,96,18.240000000000002
72821,CUPID SCENTED CANDLE IN GLASS,11,18.15
85024C,PINK SMALL JEWELLED PHOTOFRAME,11,18.15
23079, TOADSTOOL BEDSIDE LIGHT ,2,17.9
90060D,FIRE POLISHED GLASS NECKL BRONZE,3,17.85
21661,VINTAGE GLASS TEA CADDY,3,17.85
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,7,17.849999999999998
84856L,LARGE TAHITI BEACH BAG,2,17.82
22134,LADLE LOVE HEART RED ,24,17.82
90162A,ANT SILVER TURQUOISE BOUDICCA RING,6,17.700000000000003
20935,ROUND CACTUS CANDLE,6,17.700000000000003
90027A,GLASS BEAD HOOP EARRINGS BLACK,6,17.66
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,3,17.59
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,7,17.57
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,6,17.509999999999998
79331,PINK FLOCK GLASS CANDLEHOLDER,26,17.5
90130A,WHITE STONE/CRYSTAL EARRINGS,6,17.5
35597D,PINK/WHITE CHRISTMAS TREE 30CM,46,17.48
23627,SET 10 CARDS XMAS GRAPHIC  17218,7,17.43
22963,JAM JAR WITH BLUE LID,24,17.28
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,40,17.16
22777,GLASS BELL JAR LARGE,2,17.0
85084,HOLLY TOP CHRISTMAS STOCKING,20,17.0
47574B,ENGLISH ROSE SCENTED HANGING HEART,4,17.0
44092C,PURPLE/COPPER HANGING LAMPSHADE,20,17.0
23342,MINT DINER CLOCK,2,17.0
90026A,GLASS BEAD HOOP NECKLACE BLACK,2,17.0
35645,VINTAGE BEAD PINK JEWEL BOX,4,17.0
21120,*Boombox Ipod Classic,1,16.98
21595,Dad's Cab Electronic Meter,2,16.94
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,2,16.94
20954,*USB Office Mirror Ball,2,16.94
90024D,NEW BAROQUE B'FLY NECKLACE PINK,2,16.82
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,2,16.810000000000002
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,31,16.77
23644,SET 10 CARDS CHRISTMAS TREE 16955,5,16.65
84031b,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,16.63
DCGS0004,HAYNES CAMPER SHOULDER BAG,1,16.63
84031a,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,16.63
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,10,16.62
85036a,GARDENIA 1 WICK MORRIS BOXED CANDLE,2,16.58
90137,PINK COMBO MINI CRYSTALS NECKLACE,3,16.310000000000002
23502,PLAYING CARDS VINTAGE DOILEY ,13,16.25
35647,VINTAGE BEAD PINK SHADE ,13,16.25
16248B,BLUE HOLE PUNCH,13,16.25
85160a,WHITE BIRD GARDEN DESIGN MUG,1,16.13
90214V,"LETTER ""V"" BLING KEY RING",26,15.979999999999999
84795C,OCEAN STRIPE HAMMOCK ,2,15.9
85136B,BLUE SHARK HELICOPTER,2,15.9
22778,GLASS BELL JAR SMALL,4,15.8
DCGS0069,OOH LA LA DOGS COLLAR,1,15.79
78034B,BLUE NETTING STORAGE HANGER,8,15.6
20816,GOLD FLOWER CUSHION COVER ,8,15.6
90214F,"LETTER ""F"" BLING KEY RING",27,15.429999999999998
22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6,15.299999999999999
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",6,15.299999999999999
17107D,FLOWER FAIRY 5 SUMMER DRAW LINERS,6,15.299999999999999
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,3,15.16
72024U,LILAC VOTIVE CANDLE,72,15.120000000000001
90140,PINK SWEETIE NECKLACE,2,15.120000000000001
84660b,BLACK STITCHED WALL CLOCK,2,15.08
35610A,PINK CHRISTMAS FLOCK DROPLET ,10,15.02
90078,PINK/WHITE GLASS DEMI CHOKER,2,15.0
84462,3 PINK HEN+CHICKS IN BASKET,12,15.0
23449,SET OF 6 EASTER RAINBOW CHICKS,12,15.0
90069,RUBY GLASS CLUSTER NECKLACE,2,15.0
84705C,PINK FLOCK PHOTO FRAME ,12,15.0
84415A,PINK FLOCK SUEDE CUSHION COVER ,12,15.0
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,4,15.0
23251,ENAMEL MUG PANTRY,12,15.0
23212,PAINTED HEART WREATH WITH BELL,12,15.0
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,2,15.0
90176A,CLASSIC DIAMANTE NECKLACE JET,2,14.98
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,4,14.96
23621,SET 10 CARDS DAVID'S MADONNA 17074,6,14.940000000000001
23282,FOLDING MIRROR IVORY ,18,14.939999999999998
23281,FOLDING MIRROR RED  ,18,14.939999999999998
84509g,SET OF 4 FAIRY CAKE PLACEMATS ,2,14.92
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,9,14.89
85031C,CURIOUS IMAGES SCRAP BOOK SET,3,14.850000000000001
84989A,75 GREEN FAIRY CAKE CASES,27,14.850000000000001
90048,GREEN WITH METAL BAG CHARM,3,14.850000000000001
90046,WHITE WITH METAL BAG CHARM,3,14.850000000000001
84856S,SMALL TAHITI BEACH BAG,3,14.790000000000001
84593,CROCHET ROSE DES CLOTHES HANGER,5,14.750000000000002
23634,SET 10 CARDS XMAS CHOIR 17068,5,14.55
90182B,AMETHYST 3 BEAD DROP EARRINGS,5,14.5
90027C,GLASS BEAD HOOP EARRINGS GREEN,5,14.5
16202B,PASTEL BLUE PHOTO ALBUM ,29,14.5
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,33,14.43
47593A,CAROUSEL PONIES BABY BIB,33,14.37
90052,CRACKED GLAZE NECKLACE BROWN,2,14.14
71143,ANTIQUE SILVER BOOK MARK WITH BEADS,17,14.11
90089,PINK CRYSTAL SKULL PHONE CHARM,20,13.94
23540,"WALL ART , THE MAGIC FOREST ",2,13.9
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,36,13.680000000000003
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,23,13.65
85017A,ENVELOPE 50 ROMANTIC IMAGES,16,13.58
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,2,13.5
90214T,"LETTER ""T"" BLING KEY RING",24,13.459999999999999
84745B,BLUE HANGING GINGHAM EASTER HEN,32,13.44
84745A,PINK HANGING GINGHAM EASTER HEN,32,13.44
90014C,SILVER AND BLACK ORBIT NECKLACE,2,13.350000000000001
23639,SET 10 CARDS MAGICAL TREE 17086,4,13.32
23607,SET 10 CARDS HATS & STOCKINGS 17081,8,13.28
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,13.28
62043B,BLUE CHECK BAG W HANDLE 34X20CM,16,13.28
22952,72 CAKE CASES VINTAGE CHRISTMAS,24,13.200000000000001
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,8,13.2
84388,WISE MAN STAR SHAPE EGG PAN,24,13.14
37462E,"PET MUG, GOLDFISH",36,13.1
16162L,THE KING GIFT BAG,20,13.0
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,5,12.75
DCGS0070,CAMOUFLAGE DOG COLLAR,1,12.72
21895,POTTING SHED SOW 'N' GROW SET,2,12.72
90042C,FRESHWATER PEARL BRACELET IVORY,5,12.7
90055,CRACKED GLAZE EARRINGS BROWN,5,12.53
90037C,TINY CRYSTAL BRACELET BLUE,5,12.52
23071,MARIE ANTOIENETT TRINKET BOX GOLD,1,12.5
20671,BLUE TEATIME PRINT BOWL ,10,12.5
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,3,12.48
90020,FILIGREE DIAMANTE CHAIN,1,12.48
23654,SET 10 CARD SNOWMAN 16965,5,12.450000000000001
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",5,12.399999999999999
21144,PINK POODLE HANGING DECORATION ,-7,12.239999999999998
79329,PINK FLOCK GLASS CANDLEHOLDER,12,12.18
84016,FLAG OF ST GEORGE CAR FLAG,27,12.16
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,1,11.95
90021,LASER CUT MULTI STRAND NECKLACE,1,11.95
84620,BLUE GINGHAM ROSE CUSHION COVER,2,11.9
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,11.9
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,14,11.899999999999999
90214Z,"LETTER ""Z"" BLING KEY RING",22,11.84
37444B,BLUE BREAKFAST CUP AND SAUCER ,4,11.8
35818B,"ACRYLIC JEWEL ICICLE, BLUE",31,11.780000000000001
16162M,THE KING GIFT BAG 25x24x12cm,28,11.76
16043,POP ART PUSH DOWN RUBBER ,98,11.759999999999998
23608,SET 10 CARDS RUDOLPHS NOSE 17097,4,11.64
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,4,11.64
85184c,SET 4 VALENTINE DECOUPAGE HEART BOX,2,11.58
72798C,SET/4 GARDEN ROSE DINNER CANDLE,7,11.549999999999999
71050,SMALL SINGLE FLAME CANDLE HOLDER,33,11.549999999999999
47013C,WINE BOTTLE DRESSING DARK BLUE,40,11.53
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,2,11.46
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,27,11.34
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25
90025D,BAROQUE BUTTERFLY EARRINGS PINK,3,11.19
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,14,11.060000000000002
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,28,10.92
79026B,"S/4 ICON COASTER,ELVIS LIVES",25,10.61
16169N,WRAP BLUE RUSSIAN FOLKART,25,10.5
16161M,WRAP  PINK FLOCK,25,10.5
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,27,10.260000000000002
85109,PINK BOUDOIR T-LIGHT HOLDER,12,10.2
35958,FOLKART ZINC STAR CHRISTMAS DEC,12,10.2
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,12,10.2
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,24,10.08
23086,ZINC STAR T-LIGHT HOLDER ,8,10.0
90053,CRACKED GLAZE EARRINGS IVORY,4,9.99
23619,SET 10 CARDS POINSETTIA 17093,4,9.96
23650,SET 10 CARDS FILIGREE BAUBLE 16961,4,9.96
23624,SET 10 CARD PERFECT NATIVITY 17089,4,9.96
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,9.96
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,9.95
84689,S/2 BEACH HUT TREASURE CHESTS,3,9.95
DCGS0003,BOXED GLASS ASHTRAY,4,9.94
82613b,"METAL SIGN,CUPCAKE SINGLE HOOK",4,9.94
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,4,9.879999999999999
85231g,ORANGE SCENTED SET/9 T-LIGHTS,6,9.78
44242A,LILAC FEATHERS CURTAIN,12,9.48
23441,HAND PAINTED HANGING EASTER EGG,22,9.24
35809B,ENAMEL BLUE RIM TEA CONTAINER,8,9.18
90184c,BLACK CHUNKY BEAD BRACELET W STRAP,1,9.15
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,1,9.15
37351,ORANGE FLOWER MUG ,10,9.06
45013,FOLDING SHOE TIDY,3,8.850000000000001
20906,VINTAGE NOTEBOOK BEAUTY GIRL,3,8.850000000000001
84773,RED ROSE AND LACE C/COVER,3,8.850000000000001
90077,BLACK DIAMOND CLUSTER EARRINGS,3,8.82
90027B,GLASS BEAD HOOP EARRINGS MONTANA,3,8.76
90011E,AMBER CRYSTAL DROP EARRINGS,3,8.76
90011D,PURPLE CRYSTAL DROP EARRINGS,3,8.76
16206B,RED PURSE WITH PINK HEART,7,8.75
90130D,RED STONE/CRYSTAL EARRINGS,3,8.7
84732B,CUTE BIRD CEATURE SCREEN,22,8.58
90167,BEADED LOVE HEART JEWELLERY SET,10,8.5
44265,M/COLOUR POM-POM CURTAIN,2,8.5
90102,WHITE FRANGIPANI HAIR CLIP,10,8.5
72803b,OCEAN SCENT CANDLE JEWELLED DRAWER,1,8.47
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1,8.47
85035c,ROSE 3 WICK MORRIS BOX CANDLE,1,8.47
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,1,8.47
21410,COUNTRY COTTAGE  DOORSTOP GREEN,1,8.47
84975,HEART SHAPED MIRROR,5,8.45
20871,OPULENT VELVET SET/3 CANDLES,2,8.42
21594,Dr. Jam's Arouzer Stress Ball,2,8.34
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,5,8.299999999999999
85034b,3 WHITE CHOC MORRIS BOXED CANDLES,1,8.29
72802c,VANILLA SCENT CANDLE JEWELLED BOX,1,8.29
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,7.9
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,7,7.85
35607A,PINK FLUFFY CHRISTMAS DECORATION,26,7.82
85189,HANGING BUTTERFLY  EGG,9,7.6499999999999995
90042A,FRESHWATER PEARL BRACELET GOLD,3,7.6499999999999995
79149B,SILICON STAR BULB  BLUE,18,7.56
85160A,WHITE BIRD GARDEN DESIGN MUG,6,7.5
90068,"RUBY GLASS NECKLACE 42""",1,7.5
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,7.5
21827,EIGHT PIECE CREEPY CRAWLIE SET,6,7.5
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,6,7.5
23633,SET 10 CARDS WORLD CHILDREN 17067,3,7.470000000000001
62097B,BLUE STRIPES SHOULDER BAG,9,7.469999999999999
90128A,PINK LEAVES AND BEADS PHONE CHARM,3,7.43
84596g,SMALL CHOCOLATES PINK BOWL,3,7.38
71496B,A4 WALL TIDY RED FLOWERS,13,7.37
85144,JARDIN ETCHED GLASS BUTTER DISH,1,7.25
10124G,ARMY CAMO BOOKCOVER TAPE,17,7.14
90214W,"LETTER ""W"" BLING KEY RING",16,6.819999999999999
90214O,"LETTER ""O"" BLING KEY RING",16,6.819999999999999
35443,RASTA IN BATH W SPLIFF ASHTRAY,8,6.8
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4,6.76
62074B,ELEPHANT CLIP W SUCTION CUP,16,6.72
35833G,4 GOLD FLOCK CHRISTMAS BALLS,2,6.72
10124A,SPOTS ON RED BOOKCOVER TAPE,16,6.72
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,2,6.72
23604,SET 10 MINI SANTA & SNOWMAN  17087,4,6.64
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,4,6.6
20678,LARGE BLACK DIAMANTE HAIRSLIDE,4,6.6
90126C,AMBER BERTIE MOBILE PHONE CHARM,2,6.58
85224,ASSORTED COLOUR SILK GLASSES CASE,3,6.300000000000001
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,15,6.3
85225,BLING KEY RING STAND,6,6.25
21228,"POCKET MIRROR ""GLAMOROUS""",5,6.25
